sample,gene_family,transcript_name,transcript_length,nr_reads,min_read_len,median_read_len,max_read_len
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_41_support_6,1338,126,58,1254.5,1399
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_19_support_3,503,65,215,327,851
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_114_support_3,1336,87,137,1304,2656
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_9_support_29,244,167,60,231,567
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_5_support_8,278,158,54,472,1196
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_13_support_3,490,8,458,469,472
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_245_support_5,1454,118,170,1402,1459
Sumatran orangutan,HSFY,longer_from_REPLICATE1_transcript_6_support_9,336,18,311,331,335
Sumatran orangutan,HSFY,longer_from_REPLICATE2_transcript_17_support_6,401,49,165,371,902
Sumatran orangutan,PRY,REPLICATE1_transcript_0_support_9REPLICATE2_transcript_4_support_7,75,66,62,97.5,1298
Sumatran orangutan,PRY,REPLICATE1_transcript_9_support_11REPLICATE2_transcript_6_support_3,1661,323,50,267,4590
Sumatran orangutan,PRY,REPLICATE1_transcript_11_support_7REPLICATE2_transcript_3_support_6,721,87,69,395,1486
Sumatran orangutan,PRY,REPLICATE1_transcript_25_support_3REPLICATE2_transcript_39_support_3,539,56,480,539,2075
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_22_support_5,957,42,140,937,2128
Sumatran orangutan,PRY,REPLICATE1_transcript_4_support_3REPLICATE2_transcript_2_support_2,470,482,53,220,2898
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_8_support_8,121,65,81,134,774
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_22_support_3,183,21,112,124,133
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_29_support_7,261,142,147,270,1459
Sumatran orangutan,PRY,REPLICATE1_transcript_2_support_14REPLICATE2_transcript_0_support_9,120,48,100,120,256
Sumatran orangutan,PRY,REPLICATE1_transcript_82_support_12REPLICATE2_transcript_88_support_18,1614,56,1592,1615,1635
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_123_support_3,308,180,50,244,1381
Sumatran orangutan,PRY,REPLICATE1_transcript_0_support_8REPLICATE2_transcript_0_support_3,98,291,50,170,2976
Sumatran orangutan,PRY,REPLICATE1_transcript_7_support_12REPLICATE2_transcript_5_support_8,106,137,52,106,413
Sumatran orangutan,PRY,REPLICATE1_transcript_38_support_44REPLICATE2_transcript_52_support_39,784,208,683,784,2477
Sumatran orangutan,PRY,REPLICATE1_transcript_5_support_18REPLICATE2_transcript_9_support_29,398,446,175,244,532
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_25_support_4,356,23,231,354,1431
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_25_support_3,172,89,52,107,1720
Sumatran orangutan,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_4_support_4,92,128,63,130,774
Sumatran orangutan,PRY,REPLICATE1_transcript_3_support_21REPLICATE2_transcript_5_support_29,173,305,83,169,256
Sumatran orangutan,PRY,REPLICATE1_transcript_9_support_8REPLICATE2_transcript_14_support_6,841,43,281,840,4043
Sumatran orangutan,PRY,REPLICATE1_transcript_39_support_26REPLICATE2_transcript_54_support_22,727,218,247,724,957
Sumatran orangutan,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_0_support_4,52,115,50,220,2589
Sumatran orangutan,PRY,REPLICATE1_transcript_3_support_8REPLICATE2_transcript_2_support_7,243,268,50,243,3954
Sumatran orangutan,PRY,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_3_support_5,162,227,51,240,822
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_9,142,45,51,386,1309
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_10_support_12,192,227,51,140,3093
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_24_support_3,507,9,485,622,2217
Sumatran orangutan,PRY,REPLICATE1_transcript_12_support_36REPLICATE2_transcript_17_support_18,398,197,73,398,3645
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_0_support_11,79,39,74,86,116
Sumatran orangutan,PRY,REPLICATE1_transcript_6_support_4REPLICATE2_transcript_1_support_5,64,132,52,110.5,2348
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_9,158,53,130,216,411
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_5_support_2,141,58,56,415.5,2164
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_7_support_3,113,48,91,127.5,256
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_3,216,293,51,188,3455
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_6_support_3,185,29,50,140,181
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_107_support_2,550,385,51,279,3186
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_43_support_3,375,211,50,366,2122
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_4_support_2,717,12,549,659,1604
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_37_support_5,384,60,90,296,410
Sumatran orangutan,PRY,REPLICATE1_transcript_5_support_4REPLICATE2_transcript_10_support_6,752,230,51,199.5,2094
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_8_support_5,89,80,51,91.5,807
Sumatran orangutan,PRY,REPLICATE1_transcript_27_support_63REPLICATE2_transcript_29_support_51,683,498,535,681,739
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_7_support_2,385,140,54,472,1196
Sumatran orangutan,PRY,REPLICATE1_transcript_69_support_4REPLICATE2_transcript_117_support_4,440,46,317,440,870
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_40_support_3,385,57,73,368,3645
Sumatran orangutan,PRY,REPLICATE1_transcript_2_support_5REPLICATE2_transcript_33_support_3,144,326,51,221,2366
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_5_support_3,322,424,51,241,3584
Sumatran orangutan,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_7,68,70,51,396,1473
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_2,235,81,62,241,1924
Sumatran orangutan,PRY,REPLICATE1_transcript_3_support_9REPLICATE2_transcript_4_support_9,100,37,68,100,127
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_0_support_3,179,209,51,205,1924
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_3,191,190,55,314,2690
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_2_support_3,67,90,50,177,1676
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_0_support_2,146,121,52,199,3345
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_3_support_2,393,11,295,311,379
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_0_support_3,148,145,55,113,427
Sumatran orangutan,PRY,REPLICATE1_transcript_3_support_2REPLICATE2_transcript_2_support_4,58,121,52,194,2238
Sumatran orangutan,PRY,REPLICATE1_transcript_18_support_3REPLICATE2_transcript_10_support_6,312,232,53,284,3186
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_1_support_2,95,19,71,195,437
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_32_support_4,512,128,51,196,822
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_14_support_3,285,83,79,184,305
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_0_support_2,209,282,50,168.5,1593
Sumatran orangutan,PRY,REPLICATE1_transcript_4_support_15REPLICATE2_transcript_5_support_10,534,236,162,205.5,551
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_13_support_7,192,175,57,139,197
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_3,582,181,55,226,2395
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_66_support_3,507,41,73,373,3645
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_3_support_7,229,53,130,216,411
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_17_support_6,198,122,107,159,195
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_12_support_3,81,30,55,101,1263
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_8_support_3,114,474,50,323,3093
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_5,177,102,54,217,3584
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_134_support_3,227,224,50,192,1715
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_40_support_5,218,92,50,345,2140
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_109_support_3,154,10,130,152.5,167
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_13_support_2,132,30,55,101,1263
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_10_support_3,68,27,50,315,765
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_7_support_5,631,27,50,315,765
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_8_support_3,120,47,80,174,294
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_4_support_5,721,140,54,472,1196
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_30_support_5,163,50,52,100,2020
Sumatran orangutan,PRY,REPLICATE1_transcript_8_support_15REPLICATE2_transcript_15_support_11,1141,95,474,509,1151
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_15_support_3,249,14,234,432,1779
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_0_support_5,123,182,50,141,2395
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_33_support_4,375,26,121,309,2702
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_126_support_3,368,54,92,283.5,3227
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_14_support_3,101,126,50,225,2976
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_6_support_7,779,13,731,763,780
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_19_support_3,461,76,306,383,391
Sumatran orangutan,PRY,REPLICATE1_transcript_7_support_19REPLICATE2_transcript_19_support_11,140,218,50,176.5,2872
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_4_support_6,245,234,50,233.5,4590
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_50_support_8,197,23,163,192,198
Sumatran orangutan,PRY,REPLICATE1_transcript_36_support_4REPLICATE2_transcript_49_support_4,784,28,394,784,820
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_5,138,10,119,134,136
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_6_support_6,91,44,52,236.5,2131
Sumatran orangutan,PRY,longer_from_REPLICATE1_transcript_3_support_4,171,44,69,124.5,424
Sumatran orangutan,PRY,longer_from_REPLICATE2_transcript_30_support_3,111,57,78,389,1749
Sumatran orangutan,RBMY,REPLICATE1_transcript_5_support_3REPLICATE2_transcript_6_support_2,495,212,50,373.5,1381
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_7_support_43,247,137,81,138,774
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_66_support_3,580,460,360,403,572
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_16_support_3,1572,7,1518,1536,1555
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_16_support_4,411,123,52,400,2020
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_13_support_3,1119,121,52,199,3345
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_39_support_3,889,9,785,799,819
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_10_support_2,549,126,50,225,2976
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_1_support_3,813,37,578,707,2483
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_4_support_10,257,46,156,160.5,2831
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_19_support_3,950,28,121,411.5,966
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_33_support_5,770,17,320,755,4099
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_34_support_8,904,41,80,494,1056
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_55_support_18,130,88,71,78,150
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_27_support_3,887,4,531,669,807
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_23_support_3,1570,24,245,1518.5,2333
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_89_support_4,937,106,405,437,1600
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_22_support_3,737,8,694,2048.5,2053
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_31_support_64,341,114,150,298,311
Sumatran orangutan,RBMY,longer_from_REPLICATE1_transcript_109_support_5,394,9,351,356,393
Sumatran orangutan,RBMY,longer_from_REPLICATE2_transcript_27_support_4,833,104,136,579.5,920
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_260_support_2,419,8,362,362,385
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_286_support_3,1196,140,54,472,1196
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_82_support_2,576,17,83,558,3487
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_196_support_5,638,35,564,638,3126
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_381_support_3,285,150,256,266,384
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_7_support_3,492,74,56,405,2164
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_7_support_6,371,192,52,296,1633
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_355_support_2,263,42,241,253,258
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_338_support_3,507,62,396,454.5,1569
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_197_support_2,638,51,538,571,633
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_254_support_3,855,11,826,858,863
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_77_support_5,373,13,269,756,1098
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_484_support_5,760,16,640,679.5,754
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_488_support_2,403,33,377,387,406
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_218_support_4,229,55,97,133,200
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_69_support_5,1149,7,128,1103,1112
Sumatran orangutan,TSPY,REPLICATE1_transcript_394_support_2REPLICATE2_transcript_459_support_3,386,404,224,379,1971
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_325_support_5,680,32,582,629,684
Sumatran orangutan,TSPY,longer_from_REPLICATE2_transcript_12_support_12,417,231,284,376,1670
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_311_support_5,288,45,51,386,1309
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_10_support_3,331,26,100,280.5,3140
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_220_support_3,341,723,229,264,349
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_285_support_3,769,4,718,735.5,771
Sumatran orangutan,TSPY,longer_from_REPLICATE1_transcript_361_support_2,317,14,312,323,405
Sumatran orangutan,VCY_h,REPLICATE1_transcript_143_support_3REPLICATE2_transcript_129_support_11,528,211,54,528,2656
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_234_support_3,501,81,93,516,3271
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_87_support_4,542,9,528,529,532
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_88_support_5,486,14,465,800,2052
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_319_support_2,499,58,471,496,2634
Sumatran orangutan,VCY_h,REPLICATE1_transcript_212_support_8REPLICATE2_transcript_42_support_4,391,117,69,381,399
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_186_support_4,346,23,65,333,737
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_338_support_34,499,32,469,496,535
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_123_support_5,293,53,187,204,232
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_78_support_4,596,165,476,499,554
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_24_support_3,281,7,194,213,235
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_28_support_4,297,330,71,247,851
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_400_support_3,530,20,517,524.5,1215
Sumatran orangutan,VCY_h,REPLICATE1_transcript_122_support_3REPLICATE2_transcript_44_support_2,530,87,51,528,1590
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_124_support_3,529,7,488,503,512
Sumatran orangutan,VCY_h,REPLICATE1_transcript_329_support_31REPLICATE2_transcript_100_support_36,499,291,58,498,2336
Sumatran orangutan,VCY_h,REPLICATE1_transcript_112_support_6REPLICATE2_transcript_107_support_5,528,176,474,528,535
Sumatran orangutan,VCY_h,REPLICATE1_transcript_9_support_4REPLICATE2_transcript_8_support_3,281,303,58,336,2336
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_81_support_3,471,391,51,279,3541
Sumatran orangutan,VCY_h,REPLICATE1_transcript_348_support_6REPLICATE2_transcript_134_support_3,391,211,50,234,2272
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_98_support_8,500,4,456,457.5,460
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_155_support_4,529,15,490,496,1012
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_370_support_5,437,54,142,302,1678
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_225_support_5,486,24,135,287,529
Sumatran orangutan,VCY_h,REPLICATE1_transcript_69_support_12REPLICATE2_transcript_142_support_26,528,158,439,526,542
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_17_support_7,495,7,471,472,486
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_149_support_3,329,20,219,259,778
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_119_support_2,499,145,100,480,2539
Sumatran orangutan,VCY_h,REPLICATE1_transcript_78_support_11REPLICATE2_transcript_157_support_3,528,120,51,528,1138
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_114_support_5,498,24,466,471,475
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_93_support_3,133,16,69,283,299
Sumatran orangutan,VCY_h,REPLICATE1_transcript_127_support_3REPLICATE2_transcript_230_support_4,503,25,497,503,507
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_431_support_4,231,40,159,192,210
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_121_support_2,528,3,497,499,501
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_97_support_5,499,158,84,370.5,2634
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_16_support_5,340,375,52,241,3954
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_275_support_4,539,8,522,528.5,614
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_270_support_2,496,11,475,479,490
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_12_support_4,244,98,54,220.5,2656
Sumatran orangutan,VCY_h,longer_from_REPLICATE1_transcript_11_support_3,424,83,53,204,2134
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_47_support_4,526,359,54,496,3026
Sumatran orangutan,VCY_h,REPLICATE1_transcript_158_support_17REPLICATE2_transcript_161_support_39,528,192,471,526.5,557
Sumatran orangutan,VCY_h,longer_from_REPLICATE2_transcript_226_support_3,504,20,480,486,1852
Sumatran orangutan,VCY_h,REPLICATE1_transcript_125_support_15REPLICATE2_transcript_115_support_19,528,104,391,528,2415
Sumatran orangutan,VCY_h,REPLICATE1_transcript_131_support_41REPLICATE2_transcript_231_support_4,503,183,93,503,3271
Sumatran orangutan,VCY_h,REPLICATE1_transcript_304_support_18REPLICATE2_transcript_115_support_21,499,114,454,499,2508
Sumatran orangutan,XKRY,longer_from_REPLICATE2_transcript_33_support_4,810,18,755,1657,3146
Sumatran orangutan,XKRY,longer_from_REPLICATE2_transcript_60_support_5,568,22,85,458.5,713
Sumatran orangutan,XKRY,longer_from_REPLICATE2_transcript_65_support_5,812,101,140,710,2371
